created_at,id,type,user_id
2022-02-22 03:22:38,5242841783499,page_view,12920853
2022-02-20 05:43:12,5600856740348,page_view,98055142
2022-02-23 18:57:51,7234514653107,page_view,07214165
2022-02-05 11:23:46,2998947617239,suspended,82730093
2022-02-05 22:26:03,6850575687120,suspended,80411123
2022-02-15 21:28:00,6862712504030,order_completed,22249623
2022-02-14 17:09:18,6249140046767,page_view,22382122
2022-02-27 19:09:49,3487208084938,suspended,05552962
2022-02-11 11:22:35,6641439991817,click,80454519
2022-02-22 21:00:46,6704349198735,click,46079497
2022-02-06 16:28:31,2624617690881,order_completed,58633489
2022-02-02 03:35:50,3411699379600,click,37140090
2022-02-25 23:11:00,5334623484172,suspended,52337208
2022-02-24 17:47:56,1938382498483,page_view,54053946
2022-02-27 16:01:21,0100549100626,suspended,98068050
2022-02-20 00:49:35,1492734721921,click,26350615
2022-02-07 05:56:08,9663226314767,click,13360108
2022-02-14 08:29:05,3450239202442,order_completed,82524395
2022-02-12 06:04:06,3029163281580,suspended,75690304
2022-02-18 04:17:12,6557488237816,order_completed,03753545
2022-02-09 07:38:23,8975446191105,order_completed,32142907
2022-02-08 10:19:59,3931679667348,suspended,53813664
2022-02-15 22:38:43,0424019110510,suspended,62638630
2022-02-21 08:27:37,6941297233594,order_completed,59855637
2022-02-09 05:41:17,3507269949462,suspended,80090502
2022-02-23 05:11:23,9268182803401,click,91640949
2022-02-17 13:51:39,0930072111550,click,56863321
2022-02-20 21:28:15,0452378029037,suspended,99061531
2022-02-18 04:18:33,9877222311808,order_completed,02658902
2022-02-12 04:31:50,5707852398273,suspended,56014839
2022-02-07 22:12:52,0638650783051,order_completed,92881242
2022-02-21 08:33:38,7040486558292,order_completed,02870700
2022-02-17 19:37:56,7057737332600,order_completed,54968523
2022-02-10 15:41:03,7217061097846,suspended,36481699
2022-02-06 19:53:49,0112628071826,suspended,73668930
2022-02-09 22:31:10,5389318891513,page_view,14948688
2022-02-15 01:57:36,2669755392945,order_completed,01976359
2022-02-10 08:35:50,9474042695851,suspended,18791754
2022-02-23 01:37:04,2972387918200,click,92288096
2022-02-27 00:53:04,1196467689755,page_view,45525889
