created_at,id,type,user_id
2022-01-14 16:21:53,2194892411575,suspended,81565931
2022-01-15 02:15:30,2320947112207,page_view,18684834
2022-01-07 00:20:53,7300869141313,page_view,45620874
2022-01-31 03:36:25,2466109352330,page_view,76960697
2022-01-06 14:53:33,4285124000341,click,85590977
2022-01-17 08:43:38,5171760452295,click,61113305
2022-01-21 13:06:32,8757738930551,order_completed,50824922
2022-01-04 04:27:13,7446660223459,suspended,00762793
2022-01-04 15:46:37,0074089933184,order_completed,86841269
2022-01-07 07:38:40,0355744852911,suspended,18942620
2022-01-30 09:30:43,2762662375824,page_view,57173405
2022-01-15 01:30:56,4829838168647,click,47592216
2022-01-23 08:58:53,5625662728526,click,32756678
2022-01-11 18:50:33,9683735919154,suspended,58754085
2022-01-11 16:22:38,2455618498349,suspended,78978447
2022-01-04 17:04:40,2379332365995,page_view,27190890
2022-01-16 20:35:44,1056237625423,order_completed,56606485
2022-01-20 15:31:22,5476048487083,order_completed,98407613
2022-01-17 13:41:49,0749318642822,order_completed,12918898
2022-01-25 16:54:37,1327166446596,click,51407049
2022-01-03 06:25:31,8086259118248,page_view,34544877
2022-01-03 03:25:34,6046092516078,click,59944973
2022-01-08 17:13:10,3950760334525,page_view,35326755
2022-01-12 15:41:02,7691448580990,page_view,73409564
2022-01-06 08:30:27,9520696711680,suspended,82223236
2022-01-01 12:13:00,1575175947324,suspended,88182025
2022-01-27 23:57:01,1473142512028,suspended,98300686
2022-01-20 11:03:24,4174172532570,order_completed,31667876
2022-01-27 01:34:15,2336670636095,page_view,40955575
2022-01-27 19:40:01,6736347723749,page_view,57928135
2022-01-30 14:40:11,3186457325853,suspended,76757129
2022-01-22 16:58:15,4366853941027,order_completed,59971870
2022-01-24 13:23:00,0835183236393,page_view,75245832
2022-01-13 01:53:16,8249066493452,suspended,87716528
2022-01-29 05:24:13,2384073062683,order_completed,63688719
2022-01-22 09:04:15,2745596696845,click,93363488
2022-01-02 04:49:01,2098453635229,order_completed,72998694
2022-01-21 16:03:24,4415881009022,page_view,16670525
2022-01-08 01:21:27,5911534757788,page_view,81157662
2022-01-12 20:09:27,8088109505253,click,47760370
2022-01-09 09:31:51,8917732959310,click,87346480
2022-01-05 15:14:12,4196299834429,order_completed,29322343
2022-01-27 03:34:06,9434861261910,page_view,82726485
2022-01-10 15:30:57,3713182938982,page_view,96964798
2022-01-15 07:55:30,8666027142837,page_view,97529293
2022-01-06 03:02:23,4149794960124,page_view,70554663
2022-01-08 18:47:24,0416437748628,click,97420354
2022-01-08 00:17:40,0155733597485,click,27601013
2022-01-14 18:03:27,5857745422377,order_completed,50579433
2022-01-19 09:28:05,6634768064727,suspended,66699477
2022-01-15 19:39:21,4609457104376,suspended,48361606
2022-01-19 08:33:54,5858986439124,suspended,96545850
2022-01-04 20:41:49,5604324581273,suspended,39991645
2022-01-28 14:23:17,0421242648650,order_completed,86771498
2022-01-07 05:57:51,7572747583052,click,84689146
2022-01-24 22:09:14,6263634127558,suspended,47532724
2022-01-30 11:48:12,1419913462871,page_view,45264221
2022-01-06 08:19:52,4721078889989,click,66595359
2022-01-17 00:07:07,4847856564036,suspended,74662272
2022-01-05 15:19:19,3224452758112,order_completed,60035639
2022-01-08 12:50:52,6042921687827,page_view,65285923
2022-01-04 19:15:12,1938135789127,page_view,29990740
2022-01-28 16:25:02,7402978100127,order_completed,66923817
2022-01-20 21:42:51,6287950983384,click,67391813
2022-01-26 23:14:29,4256080861437,suspended,84118684
2022-01-31 10:26:45,9480906685333,page_view,21189241
2022-01-22 12:55:06,0553555630692,order_completed,84690814
2022-01-07 07:21:17,3312109819962,page_view,77609854
2022-01-01 23:16:04,7348443697740,page_view,50999415
2022-01-24 20:12:00,0723531067693,suspended,05007431
2022-01-22 16:26:56,4205454360014,order_completed,29592005
2022-01-18 08:43:28,4747266515249,click,25715545
2022-01-12 01:25:00,2407575834906,suspended,72435045
2022-01-11 03:52:04,4225399201241,click,94420494
2022-01-16 16:02:34,8620105369165,page_view,35112433
2022-01-12 13:18:23,2090778836336,order_completed,91524171
2022-01-17 02:21:25,0861640500516,page_view,90819803
2022-01-29 07:14:18,7796583148835,suspended,54386440
2022-01-28 19:05:06,9010298325625,page_view,84731425
2022-01-16 11:14:55,4199217075461,suspended,20822637
2022-01-20 19:50:22,8056442197855,click,93803786
2022-01-10 11:30:59,8399907334229,click,73013662
2022-01-16 12:54:44,2199579376024,order_completed,44846909
2022-01-05 10:43:42,0679314027906,order_completed,10427231
2022-01-06 09:10:46,5612068094959,click,30000353
2022-01-31 09:26:53,5379937817353,click,95599069
2022-01-02 10:59:04,2553145901780,suspended,93077132
2022-01-28 19:44:40,3292727308089,order_completed,77647597
2022-01-18 19:39:07,6564037531509,page_view,66396369
2022-01-13 19:39:12,6670575057576,order_completed,11844969
2022-01-24 09:46:23,4983423373349,order_completed,53952165
2022-01-05 12:54:47,4038568518978,click,03860663
2022-01-17 07:14:54,6531679981993,order_completed,97405870
2022-01-02 01:01:48,2621658370116,click,38118197
2022-01-23 23:23:38,3415765900194,order_completed,97737803
2022-01-12 19:27:13,3440128742111,order_completed,39833273
2022-01-01 19:30:10,7137494409545,order_completed,10907023
2022-01-22 23:20:08,9239546818737,order_completed,44059491
2022-01-03 21:31:31,4887597283070,order_completed,93393041
2022-01-16 01:09:02,3806446410093,click,23808294
2022-01-28 15:06:38,8079069920095,page_view,42104506
2022-01-03 04:54:43,8387526773789,click,64318769
2022-01-02 04:29:06,1814664570347,click,56501100
2022-01-30 11:35:07,3768583004965,page_view,23396982
2022-01-08 17:17:13,7987882010729,page_view,35901884
2022-01-22 02:57:57,6853241205024,click,18110128
2022-01-15 16:27:21,7398616631590,click,30810655
2022-01-13 11:59:52,2914646907389,page_view,43098415
2022-01-17 04:28:48,1704273351140,suspended,77465986
2022-01-01 17:18:16,9420771671079,page_view,63429770
2022-01-11 01:35:07,6780469145880,page_view,64417349
2022-01-26 17:24:36,0497612433959,order_completed,20003104
2022-01-23 08:34:44,1097805557944,click,98101429
2022-01-07 02:46:15,6080838950214,order_completed,81326532
2022-01-07 23:41:33,0906203963701,page_view,68814700
2022-01-02 09:16:31,0117911365408,click,98978854
2022-01-29 04:53:10,1645656553846,order_completed,73004523
2022-01-27 00:15:56,1415728781435,order_completed,21458057
2022-01-26 23:40:10,5183438341398,suspended,73195092
2022-01-26 14:26:57,9525215145618,order_completed,59268444
2022-01-05 20:22:02,9599389652982,order_completed,97816645
2022-01-26 17:41:30,5768490113338,suspended,45828638
2022-01-01 10:23:08,4900938555183,suspended,94020182
2022-01-16 04:21:58,4152707645308,page_view,53981363
2022-01-19 05:22:29,7047546968169,order_completed,74306497
2022-01-14 23:03:03,3281583386263,page_view,04410744
2022-01-03 19:09:18,0521358058395,page_view,35110156
2022-01-07 12:25:50,3620328031288,order_completed,03687901
2022-01-15 22:40:21,4664420329736,order_completed,88770987
2022-01-21 09:04:57,7856448459404,page_view,05165971
2022-01-21 09:45:33,8022371018004,page_view,85150379
2022-01-12 15:37:04,3146762449408,suspended,33370163
2022-01-02 17:08:04,5000353130398,click,92588462
2022-01-28 17:06:00,8057358599009,click,37674496
2022-01-21 22:21:42,5107031419469,page_view,04196389
2022-01-11 16:08:19,9060212175393,page_view,24165457
2022-01-11 13:50:41,3758559066691,order_completed,76520334
2022-01-18 17:43:22,5305815490141,suspended,27441817
2022-01-17 09:09:10,9134204001448,click,56629811
2022-01-04 19:42:25,3483061983142,suspended,19661711
2022-01-29 18:37:21,5125481825623,suspended,20543341
2022-01-27 18:21:33,4569463357527,suspended,04243892
2022-01-27 04:20:43,1777899799733,page_view,91880901
2022-01-20 11:22:15,6031527818179,suspended,85702820
2022-01-19 10:56:15,8880911316993,order_completed,90659607
2022-01-23 21:19:35,6485619171251,page_view,51646240
2022-01-31 04:58:20,8727678473654,page_view,07629457
2022-01-10 05:31:05,1720925043218,suspended,85791992
2022-01-03 11:52:58,7911927290104,page_view,65515679
2022-01-25 15:20:09,2752024553496,order_completed,64590745
2022-01-26 10:00:04,0545719920916,suspended,63043419
2022-01-05 23:05:28,6015542290318,click,40326962
2022-01-05 07:23:53,3515038619188,click,19406091
2022-01-27 10:24:11,3497992730515,page_view,76270079
2022-01-05 22:43:25,7530186893958,order_completed,67546718
2022-01-17 15:03:13,5685593144208,click,35472216
2022-01-13 23:18:24,4338530944973,page_view,84866516
2022-01-07 19:49:33,1894355416819,order_completed,86342230
2022-01-22 04:48:03,1230778558994,page_view,75430894
2022-01-02 20:17:19,3631834889836,page_view,96211960
2022-01-31 21:09:01,2294224903324,page_view,64483023
2022-01-15 23:17:32,0068715049332,suspended,31480109
2022-01-25 23:14:37,1905743178292,page_view,82255077
2022-01-14 04:27:32,9578360556136,order_completed,27874851
2022-01-28 13:16:26,5842671242571,suspended,43076048
2022-01-04 15:46:30,2338071337397,click,23332317
2022-01-10 18:30:19,1326711964981,page_view,49987676
2022-01-16 19:22:26,9729380189860,suspended,04500766
2022-01-25 16:01:40,4835968119817,order_completed,65883013
2022-01-11 03:06:49,2804176995898,order_completed,30844148
2022-01-05 20:31:45,4090477305681,click,61161320
2022-01-01 10:33:26,3430413693488,order_completed,57695006
2022-01-04 03:53:23,8085488526534,suspended,17015059
2022-01-09 10:31:14,3462202311457,order_completed,72817933
2022-01-28 13:58:34,5089233654032,page_view,98413959
2022-01-24 07:06:48,0771089525578,suspended,52662065
2022-01-12 03:00:06,4218498066132,order_completed,25123753
2022-01-11 13:16:01,9822178569551,page_view,57745060
2022-01-31 01:40:17,8260832702554,suspended,65755808
2022-01-13 07:26:15,9871116348246,page_view,76379765
2022-01-03 19:03:20,0685621383727,click,81172092
2022-01-21 18:19:57,5550006986884,order_completed,23343191
2022-01-01 05:43:39,1911274092624,order_completed,19449975
2022-01-19 22:07:10,9795619945026,page_view,10498514
2022-01-26 04:59:57,3664695313721,page_view,03368367
2022-01-28 02:40:00,9021373248968,suspended,02470764
2022-01-28 07:59:12,7410786954061,click,18650976
2022-01-13 05:45:58,8501376797065,suspended,17915625
